Rank,Map Name,Agent Name,alias,Year,Quarter,Month,Day,Sum of Ultimate Casts,Sum of TRN Performance Score,Sum of Traded,Sum of Thrifty,Sum of Team Aces,Sum of Rounds Won,Sum of Rounds Played,Sum of Rounds Lost,Sum of Round Ratio,Sum of Plants,Sum of Placement,Sum of Match Result Binary,Sum of KD Ratio,Sum of Last Deaths,Sum of Kills,Sum of KAST,Sum of Headshots Percentage,Sum of Headshots,Sum of Flawless,Sum of Grenade Casts,Sum of First Bloods,Sum of First Deaths,Sum of Ability 1 Casts,Sum of Ability 2 Casts,Sum of Assists,Sum of Clutches,Sum of Damage,Sum of Damage Delta Per Round,Sum of Damage Per Round,Sum of Damage Received,Sum of Dealt Bodyshots,Sum of Dealt Headshots,Sum of Deaths,Sum of Defuses,Sum of Econ Rating,Match Result
Platinum 1,Breeze,Deadlock,shift,2023,Qtr 3,September,9,4,567,7,6,10,10,23,13,0.769230769230769,3,4,0,0.8421052631578947,3,16,70,15.492957746478872,10,1,5,2,2,27,9,8,2,3427,9.26086956521739,149,3214,56,11,19,0,64,defeat
Platinum 1,Breeze,Skye,justsimple,2022,Qtr 3,September,28,4,498,2,4,4,15,28,13,1.15384615384615,1,5,1,1,1,18,75,10.44776119402985,4,1,0,0,0,19,32,7,0,2963,-19.642857142857142,105.82142857142857,3513,56,7,18,0,41,victory
Platinum 1,Breeze,Sova,crocodiledundii,2023,Qtr 3,August,30,4,861,6,4,14,13,23,10,1.3,6,3,1,1.25,1,20,83,32.075471698113205,14,0,14,2,1,17,26,8,0,4149,60.17391304347826,180.3913043478261,2765,35,17,16,0,71,victory
Platinum 1,Breeze,Sova,sp1cyn00dz,2024,Qtr 1,March,28,4,421,1,4,15,8,21,13,0.615384615384615,2,6,0,0.9411764705882353,3,16,62,45.714285714285715,15,0,6,0,2,8,14,5,0,3432,6.666666666666667,163.42857142857142,3292,19,16,17,1,71,defeat
Platinum 1,Fracture,Breach,justsimple,2023,Qtr 1,February,2,4,659,1,3,3,13,22,9,1.44444444444444,0,4,1,1.0588235294117647,0,18,73,4.878048780487805,3,3,7,2,2,29,25,9,0,3262,-7.545454545454546,148.27272727272728,3428,70,4,17,0,53,victory
Platinum 1,Fracture,Raze,shift,2022,Qtr 3,September,4,4,792,5,3,11,13,22,9,1.44444444444444,3,3,1,1.1176470588235294,5,19,77,17.142857142857142,11,3,20,2,1,9,22,6,1,3829,20.181818181818183,174.04545454545453,3385,55,12,17,2,68,victory
Platinum 1,Fracture,Skye,justsimple,2022,Qtr 3,September,18,4,345,2,4,4,9,22,13,0.692307692307692,0,6,0,0.6842105263157895,3,13,59,7.59493670886076,4,1,1,2,5,15,18,4,0,2829,-24.954545454545453,128.5909090909091,3378,67,6,19,0,47,defeat
Platinum 1,Haven,Breach,justsimple,2022,Qtr 3,September,19,4,584,3,8,9,13,28,15,0.866666666666667,1,6,0,1,4,21,75,12.76595744680851,9,1,7,3,3,29,30,6,1,4093,-10.785714285714286,146.17857142857142,4395,75,12,21,0,55,defeat
Platinum 1,Haven,Gekko,shift,2024,Qtr 3,July,5,4,554,5,7,11,15,28,13,1.15384615384615,8,8,1,0.8,3,16,75,25,11,1,13,2,1,16,35,14,2,3757,2.107142857142857,134.17857142857142,3698,44,15,20,2,48,victory
Platinum 1,Haven,Killjoy,crocodiledundii,2023,Qtr 1,March,4,4,742,6,5,12,8,21,13,0.615384615384615,3,2,0,0.8888888888888888,3,16,90,21.929824561403507,12,0,27,3,2,15,8,7,1,3788,9.952380952380953,180.38095238095238,3579,87,25,18,3,70,defeat
Platinum 1,Haven,Raze,shift,2022,Qtr 3,September,8,4,758,6,8,8,13,23,10,1.3,1,5,1,1,3,16,87,12.676056338028168,8,1,18,4,2,10,20,6,0,3380,13.73913043478261,146.95652173913044,3064,51,9,16,0,55,victory
Platinum 1,Haven,Raze,shift,2023,Qtr 1,February,1,4,578,0,1,11,14,28,14,1,8,6,0.5,1.2222222222222223,5,22,64,16.455696202531644,11,0,17,3,1,15,20,2,0,4238,28.642857142857142,151.35714285714286,3436,59,13,18,0,55,tied
Platinum 1,Haven,Sova,sp1cyn00dz,2023,Qtr 1,March,29,4,733,1,3,13,9,22,13,0.692307692307692,2,1,0,1.4666666666666666,5,22,77,26.41509433962264,13,0,7,0,2,10,23,8,0,3794,43.27272727272727,172.45454545454547,2842,39,14,15,1,74,defeat
Platinum 1,Haven,Sova,sp1cyn00dz,2023,Qtr 4,December,15,4,817,4,2,11,13,22,9,1.44444444444444,2,6,1,1.7777777777777777,3,16,95,34.285714285714285,11,3,6,1,0,13,24,8,2,3191,57.36363636363637,145.04545454545453,1929,22,12,9,3,86,victory
Platinum 1,Icebox,Deadlock,shift,2024,Qtr 1,February,12,4,682,3,5,14,13,22,9,1.44444444444444,5,5,1,1.0588235294117647,6,18,77,21.25,14,0,10,0,3,32,15,4,0,3427,-2.9545454545454546,155.77272727272728,3492,58,17,17,0,60,victory
Platinum 1,Icebox,Deadlock,shift,2024,Qtr 3,July,12,4,936,5,2,11,13,14,1,13,3,3,1,2.125,1,17,93,38.70967741935484,11,0,10,2,0,26,12,3,0,2509,55.42857142857143,179.21428571428572,1733,18,12,8,1,61,victory
Platinum 1,Icebox,KAY/O,justsimple,2022,Qtr 4,November,23,4,737,2,3,10,13,24,11,1.18181818181818,1,5,1,1.1578947368421053,3,22,79,19.480519480519483,10,0,9,3,4,12,25,10,2,3874,11.583333333333334,161.41666666666666,3596,49,15,19,0,65,victory
Platinum 1,Icebox,Raze,shift,2023,Qtr 1,February,5,4,968,2,3,10,13,19,6,2.16666666666667,0,1,1,3,0,30,84,12.244897959183673,10,3,16,3,1,18,23,4,0,4469,132.68421052631578,235.21052631578948,1948,76,12,10,0,101,victory
Platinum 1,Icebox,Reyna,shift,2024,Qtr 1,January,19,4,893,2,7,16,13,24,11,1.18181818181818,0,1,1,1.9285714285714286,0,27,83,18.947368421052634,16,3,33,5,2,6,6,7,1,4778,61.041666666666664,199.08333333333334,3313,71,18,14,2,75,victory
Platinum 1,Icebox,Sova,sp1cyn00dz,2023,Qtr 2,April,20,4,823,0,4,12,11,24,13,0.846153846153846,0,3,0,1.2777777777777777,3,23,88,20,12,3,4,1,1,7,24,4,1,4008,33.916666666666664,167,3194,55,15,18,0,74,defeat
Platinum 1,Icebox,Sova,sp1cyn00dz,2024,Qtr 2,June,17,4,457,5,7,12,14,26,12,1.16666666666667,1,7,1,0.7142857142857143,2,15,69,28.888888888888886,12,0,6,2,1,7,27,8,0,3296,-30.153846153846153,126.76923076923077,4080,31,13,21,0,47,victory
Platinum 1,Icebox,Viper,silver,2023,Qtr 1,March,3,4,1483,4,6,8,26,39,13,4.225,4,11,2,2.8055555555555554,4,24,173,20.850202429149796,8,2,27,0,2,38,36,17,0,4790,73.22222222222221,242.79365079365078,3296,79,10,17,3,146,victory
Platinum 1,Lotus,Fade,justsimple,2023,Qtr 1,January,23,4,650,3,5,7,13,21,8,1.625,0,7,1,1.25,1,15,71,11.475409836065573,7,1,26,2,0,6,24,6,2,2953,35.857142857142854,140.61904761904762,2200,48,7,12,0,62,victory
Platinum 1,Lotus,Omen,sp1cyn00dz,2024,Qtr 1,March,20,4,647,3,7,11,14,26,12,1.16666666666667,1,2,1,1.2777777777777777,2,23,73,17.741935483870968,11,3,11,1,3,12,52,7,1,3909,11.961538461538462,150.34615384615384,3598,50,11,18,1,61,victory
Platinum 1,Lotus,Phoenix,sp1cyn00dz,2023,Qtr 2,April,18,4,275,4,4,5,13,22,9,1.44444444444444,0,10,1,0.625,1,10,59,13.513513513513514,5,0,1,2,3,10,6,3,0,1905,-62.18181818181818,86.5909090909091,3273,29,5,16,0,38,victory
Platinum 1,Lotus,Reyna,shift,2023,Qtr 3,September,15,4,730,2,5,11,13,24,11,1.18181818181818,1,2,1,1.2941176470588236,1,22,71,18.681318681318682,11,2,27,2,0,3,2,8,0,4530,35.375,188.75,3681,70,17,17,0,65,victory
Platinum 1,Pearl,Astra,crocodiledundii,2023,Qtr 3,August,22,4,852,4,7,13,13,21,8,1.625,6,2,1,1.75,1,21,76,21.666666666666668,13,1,14,1,0,12,28,4,2,3756,74.38095238095238,178.85714285714286,2194,43,13,12,1,85,victory
Platinum 1,Pearl,Skye,a1ex,2023,Qtr 1,January,24,4,237,2,2,4,4,17,13,0.307692307692308,3,9,0,0.5,3,8,71,22.22222222222222,4,0,8,0,0,8,32,10,0,1606,-86.41176470588235,94.47058823529412,3075,25,8,16,0,34,defeat
Platinum 1,Split,Astra,a1ex,2023,Qtr 1,January,30,4,929,4,5,18,13,24,11,1.18181818181818,4,2,1,2.142857142857143,4,30,83,21,18,1,7,3,3,4,35,11,3,5569,109.83333333333333,232.04166666666666,2933,76,21,14,1,99,victory
Platinum 1,Split,Astra,crocodiledundii,2023,Qtr 3,August,27,4,630,3,6,16,9,22,13,0.692307692307692,1,2,0,1.1666666666666667,4,21,73,32.72727272727273,16,1,16,2,2,7,40,5,0,3597,13.045454545454545,163.5,3310,30,18,18,0,60,defeat
Platinum 1,Split,Astra,crocodiledundii,2024,Qtr 2,May,20,4,669,7,6,17,12,26,14,0.857142857142857,3,4,0,1.0454545454545454,3,23,81,33.33333333333333,17,0,13,5,1,2,41,7,1,4091,-8.576923076923077,157.34615384615384,4314,39,21,22,1,57,defeat
Platinum 1,Split,Breach,silver,2023,Qtr 3,July,3,4,546,2,4,8,10,23,13,0.769230769230769,3,6,0,1.125,2,18,70,13.846153846153847,8,0,6,0,0,19,28,7,1,3137,7.869565217391305,136.3913043478261,2956,45,9,16,0,68,defeat
Platinum 1,Split,Cypher,silver,2024,Qtr 1,January,19,4,615,4,7,12,15,32,17,0.882352941176471,1,7,0,1.0454545454545454,7,23,78,16.666666666666664,12,2,52,1,0,46,25,5,1,4124,6.8125,128.875,3906,69,15,22,2,41,defeat
Platinum 1,Split,Killjoy,crocodiledundii,2024,Qtr 2,May,20,4,698,2,6,19,11,24,13,0.846153846153846,1,1,0,1.0909090909090908,5,24,71,23.809523809523807,19,0,30,3,3,19,13,2,0,4600,25.291666666666668,191.66666666666666,3993,79,25,22,0,73,defeat
Platinum 1,Split,Killjoy,silver,2023,Qtr 1,March,1,4,1226,3,8,15,26,44,18,3.03896103896104,5,13,2,2.976923076923077,3,33,147,25.77777777777778,15,3,58,1,3,34,16,7,1,5579,45.34166666666666,257.56666666666666,4732,113,19,23,1,122,victory
Platinum 1,Split,Omen,sp1cyn00dz,2024,Qtr 1,February,23,4,462,3,3,8,13,24,11,1.18181818181818,3,7,1,0.9411764705882353,2,16,71,17.307692307692307,8,0,5,0,2,7,45,7,1,2679,-26.208333333333332,111.625,3308,40,9,17,0,47,victory
Platinum 1,Split,Omen,sp1cyn00dz,2024,Qtr 1,March,18,4,544,3,3,8,13,23,10,1.3,1,9,1,1.0714285714285714,4,15,74,16.3265306122449,8,1,2,2,3,3,25,4,1,2608,-5.3478260869565215,113.3913043478261,2731,39,8,14,0,52,victory
Platinum 1,Split,Omen,sp1cyn00dz,2024,Qtr 1,March,31,4,595,2,1,9,6,19,13,0.461538461538462,6,4,0,1.0666666666666667,6,16,74,16.666666666666664,9,2,2,2,1,2,28,0,0,2992,11.68421052631579,157.47368421052633,2770,41,9,15,0,62,defeat
Platinum 1,Split,Omen,sp1cyn00dz,2024,Qtr 2,April,11,4,302,2,5,8,10,23,13,0.769230769230769,5,10,0,0.8666666666666667,3,13,57,20,8,0,4,0,1,4,44,1,3,2559,-9.565217391304348,111.26086956521739,2779,35,9,15,2,50,defeat
Platinum 1,Split,Phoenix,sp1cyn00dz,2023,Qtr 2,April,2,4,344,1,1,8,5,18,13,0.384615384615385,1,4,0,1,2,14,61,16.9811320754717,8,0,5,3,4,11,6,2,0,2496,-41.888888888888886,138.66666666666666,3250,39,9,14,1,58,defeat
Platinum 1,Split,Phoenix,sp1cyn00dz,2023,Qtr 2,April,9,4,244,6,3,6,11,24,13,0.846153846153846,0,10,0,0.6111111111111112,0,11,62,20.930232558139537,6,0,3,1,4,11,7,4,1,2310,-51.416666666666664,96.25,3544,30,9,18,1,40,defeat
Platinum 1,Split,Raze,shift,2023,Qtr 3,September,10,4,879,4,5,11,13,22,9,1.44444444444444,4,2,1,1.6153846153846154,0,21,82,20,11,3,15,5,4,11,22,8,0,3831,46.81818181818182,174.13636363636363,2801,58,15,13,1,66,victory
Platinum 1,Split,Raze,shift,2024,Qtr 1,February,9,4,652,5,2,10,13,28,15,0.866666666666667,0,6,0,1.2352941176470589,2,21,75,12.82051282051282,10,1,17,3,4,17,25,5,0,4115,24.892857142857142,146.96428571428572,3418,64,10,17,2,58,defeat
Platinum 1,Split,Viper,pphead,2021,Qtr 4,October,23,4,834,4,5,13,10,23,13,0.769230769230769,0,2,0,1.4666666666666666,1,22,83,20,13,0,28,1,3,16,23,10,1,4249,61.08695652173913,184.7391304347826,2844,55,15,15,1,80,defeat
Platinum 1,Sunset,Brimstone,silver,2024,Qtr 1,February,13,4,720,2,5,10,13,24,11,1.18181818181818,0,5,1,1.125,6,18,83,20.33898305084746,10,0,5,0,1,11,42,6,0,3368,16.333333333333332,140.33333333333334,2976,42,12,16,1,51,victory
Platinum 1,Sunset,Cypher,silver,2024,Qtr 1,March,6,4,439,5,4,5,6,19,13,0.461538461538462,2,7,0,0.631578947368421,5,12,79,6.944444444444445,5,0,31,2,0,23,16,5,0,2117,-46.473684210526315,111.42105263157895,3000,60,5,19,0,38,defeat
Platinum 1,Sunset,Fade,justsimple,2023,Qtr 4,November,26,4,873,4,4,10,13,24,11,1.18181818181818,3,3,1,1.7142857142857142,3,24,83,12.941176470588237,10,2,35,1,2,12,31,11,1,4232,68.41666666666667,176.33333333333334,2590,61,11,14,1,81,victory
Platinum 1,Sunset,Gekko,justsimple,2024,Qtr 3,September,2,4,278,5,6,3,9,22,13,0.692307692307692,4,7,0,0.5294117647058824,1,9,68,15.217391304347828,3,1,10,1,3,11,31,6,0,2133,-47.72727272727273,96.95454545454545,3183,39,7,17,0,43,defeat
Platinum 1,Sunset,KAY/O,shift,2023,Qtr 3,September,7,4,429,1,4,6,12,26,14,0.857142857142857,3,9,0,0.7894736842105263,4,15,69,11.666666666666666,6,0,12,2,3,26,39,12,0,2996,-17.346153846153847,115.23076923076923,3447,46,7,19,1,40,defeat
Platinum 1,Sunset,Killjoy,crocodiledundii,2024,Qtr 2,May,10,4,812,4,8,17,15,28,13,1.15384615384615,0,1,1,1.4736842105263157,3,28,75,22.340425531914892,17,3,44,3,2,25,9,8,1,5545,64.03571428571429,198.03571428571428,3752,73,21,19,0,63,victory
Platinum 1,Sunset,Raze,shift,2024,Qtr 1,January,12,4,529,3,6,10,9,22,13,0.692307692307692,2,7,0,0.9411764705882353,4,16,73,18.75,10,0,15,2,4,12,17,4,0,3065,0.5909090909090909,139.3181818181818,3052,50,12,17,0,48,defeat
Platinum 2,Abyss,Deadlock,crocodiledundii,2024,Qtr 3,July,18,4,981,3,3,16,13,16,3,4.33333333333333,3,1,1,2.1,2,21,88,48.484848484848484,16,0,12,2,2,11,13,5,0,3491,110.4375,218.1875,1724,16,16,10,0,83,victory
Platinum 2,Abyss,Sova,crocodiledundii,2024,Qtr 3,September,4,4,775,2,4,12,13,24,11,1.18181818181818,4,4,1,1.4285714285714286,3,20,79,25,12,1,18,3,2,30,30,11,0,3994,40.333333333333336,166.41666666666666,3026,36,15,14,1,62,victory
Platinum 2,Ascent,Brimstone,shift,2023,Qtr 3,July,6,4,554,4,5,8,14,30,16,0.875,3,6,0,1,4,23,73,10.714285714285714,8,1,13,2,5,11,52,10,2,3831,-12.166666666666666,127.7,4196,66,9,23,1,44,defeat
Platinum 2,Ascent,Brimstone,shift,2023,Qtr 3,July,11,4,529,6,4,13,15,28,13,1.15384615384615,6,6,1,0.8,2,16,71,29.78723404255319,13,1,11,3,1,12,53,8,1,3843,-4.071428571428571,137.25,3957,32,14,20,0,49,victory
Platinum 2,Ascent,Chamber,shift,2022,Qtr 4,October,17,4,477,1,7,10,10,23,13,0.769230769230769,3,4,0,1,3,17,61,19.642857142857142,10,1,15,7,2,9,8,8,0,3213,0.6086956521739131,139.69565217391303,3199,40,11,17,1,59,defeat
Platinum 2,Ascent,Killjoy,silver,2023,Qtr 3,August,8,4,659,3,5,7,11,24,13,0.846153846153846,1,4,0,1.0588235294117647,3,18,75,9.67741935483871,7,0,36,1,1,17,10,8,2,3641,19.625,151.70833333333334,3170,78,9,17,2,57,defeat
Platinum 2,Ascent,Omen,crocodiledundii,2024,Qtr 3,July,14,4,891,1,4,25,9,22,13,0.692307692307692,3,1,0,2.5,1,35,86,36.486486486486484,25,1,10,8,1,16,61,2,0,5651,139.3181818181818,256.8636363636364,2586,42,27,14,1,113,defeat
Platinum 2,Ascent,Phoenix,justsimple,2022,Qtr 4,October,6,4,195,2,3,6,4,17,13,0.307692307692308,0,8,0,0.625,1,10,65,25,6,0,1,0,1,14,8,4,0,1659,-124.23529411764706,97.58823529411765,3771,31,11,16,0,37,defeat
Platinum 2,Ascent,Phoenix,justsimple,2022,Qtr 4,October,17,4,457,1,7,6,10,23,13,0.769230769230769,1,5,0,0.7894736842105263,3,15,74,12.790697674418606,6,1,6,1,2,18,11,8,0,3223,-48.47826086956522,140.1304347826087,4338,54,11,19,0,55,defeat
Platinum 2,Ascent,Raze,shift,2023,Qtr 1,February,19,4,825,3,4,11,13,23,10,1.3,1,1,1,2.076923076923077,2,27,74,14.285714285714285,11,3,18,3,2,9,25,6,0,4388,53.08695652173913,190.7826086956522,3167,63,12,13,0,78,victory
Platinum 2,Ascent,Raze,shift,2023,Qtr 3,August,14,4,1000,4,2,16,13,16,3,4.33333333333333,1,1,1,2.272727272727273,1,25,94,17.77777777777778,16,1,13,3,1,13,21,6,1,5014,184.125,313.375,2068,68,16,11,0,122,victory
Platinum 2,Ascent,Raze,shift,2024,Qtr 3,August,16,4,978,4,3,17,13,22,9,1.44444444444444,1,1,1,1.9285714285714286,1,27,86,26.595744680851062,17,2,14,5,2,13,19,12,0,5695,136.22727272727272,258.8636363636364,2698,62,25,14,1,103,victory
Platinum 2,Ascent,Sova,pphead,2021,Qtr 4,November,9,4,1274,2,6,11,26,40,14,3.79166666666667,9,10,2,3.0681818181818183,6,27,156,29.428904428904428,11,3,23,1,2,32,56,12,0,4588,57.53884711779449,232.77694235588973,3548,62,13,19,2,154,victory
Platinum 2,Bind,Brimstone,pphead,2022,Qtr 1,January,24,4,611,5,4,9,13,24,11,1.18181818181818,1,5,1,1.1176470588235294,2,19,71,13.432835820895523,9,1,11,1,3,15,54,5,1,3219,6.708333333333333,134.125,3058,51,9,17,1,58,victory
Platinum 2,Bind,Cypher,silver,2024,Qtr 1,March,26,4,821,4,4,11,13,23,10,1.3,3,5,1,1.5833333333333333,1,19,96,20.28985507246377,11,4,36,2,1,34,18,7,1,3326,32.34782608695652,144.6086956521739,2582,50,14,12,0,61,victory
Platinum 2,Bind,Cypher,silver,2024,Qtr 3,September,19,4,826,2,4,8,13,20,7,1.85714285714286,1,5,1,1.1666666666666667,1,14,85,12.32876712328767,8,1,33,2,0,21,19,8,0,3259,43.5,162.95,2389,56,9,12,1,69,victory
Platinum 2,Bind,Deadlock,shift,2023,Qtr 3,July,17,4,203,3,3,5,6,19,13,0.461538461538462,4,8,0,0.625,2,10,53,21.052631578947366,5,0,4,1,3,18,9,4,0,2122,-33.578947368421055,111.6842105263158,2760,28,8,16,0,44,defeat
Platinum 2,Bind,Deadlock,shift,2024,Qtr 1,January,28,4,965,2,4,14,13,20,7,1.85714285714286,2,2,1,2.3,3,23,85,24.59016393442623,14,2,15,5,1,29,13,5,1,4163,95.15,208.15,2260,43,15,10,0,88,victory
Platinum 2,Bind,Gekko,shift,2023,Qtr 3,July,6,4,808,2,3,13,13,19,6,2.16666666666667,9,2,1,1.4166666666666667,1,17,84,26.41509433962264,13,3,8,3,0,11,23,5,0,2793,18.105263157894736,147,2449,35,14,12,0,60,victory
Platinum 2,Bind,Jett,pphead,2022,Qtr 1,February,1,4,419,4,5,16,16,30,14,1.14285714285714,0,3,1,0.8571428571428571,1,24,57,25,16,0,33,6,4,6,13,5,0,4363,-50.766666666666666,145.43333333333334,5886,42,16,28,0,48,victory
Platinum 2,Bind,KAY/O,silver,2024,Qtr 2,April,26,4,688,4,6,7,11,24,13,0.846153846153846,4,6,0,1.0555555555555556,5,19,83,10.95890410958904,7,1,15,1,3,18,32,14,1,3374,-0.20833333333333334,140.58333333333334,3379,60,8,18,0,51,defeat
Platinum 2,Bind,Raze,shift,2022,Qtr 3,September,25,4,692,4,3,14,6,19,13,0.461538461538462,2,1,0,1.3125,3,21,74,22.727272727272727,14,1,11,3,4,4,18,4,0,3848,30.94736842105263,202.52631578947367,3260,62,20,16,0,76,defeat
Platinum 2,Bind,Raze,shift,2022,Qtr 4,October,1,4,494,4,4,5,12,26,14,0.857142857142857,4,9,0,1.0588235294117647,4,18,73,7.352941176470589,5,0,18,2,2,5,22,1,0,2875,-16.46153846153846,110.57692307692308,3303,56,5,17,2,42,defeat
Platinum 2,Bind,Raze,shift,2023,Qtr 3,July,24,4,750,8,1,13,13,28,15,0.866666666666667,1,2,0,1.0476190476190477,0,22,86,20.253164556962027,13,2,19,5,3,10,19,8,0,4492,11.357142857142858,160.42857142857142,4174,62,16,21,0,53,defeat
Platinum 2,Bind,Raze,shift,2023,Qtr 3,August,11,4,618,2,7,8,13,28,15,0.866666666666667,2,3,0,0.95,0,19,71,7.4074074074074066,8,1,20,4,2,21,24,8,0,4481,16.785714285714285,160.03571428571428,4011,94,8,20,0,51,defeat
Platinum 2,Bind,Raze,shift,2024,Qtr 1,March,2,4,837,4,5,13,13,20,7,1.85714285714286,1,2,1,1.5384615384615385,1,20,80,24.074074074074073,13,2,14,1,4,19,17,2,0,3444,37.15,172.2,2701,37,13,13,1,66,victory
Platinum 2,Bind,Raze,shift,2024,Qtr 1,March,10,4,589,0,5,13,10,23,13,0.769230769230769,1,4,0,1.3333333333333333,2,20,65,23.076923076923077,13,1,14,2,2,9,17,1,1,3781,35.65217391304348,164.3913043478261,2961,58,18,15,1,71,defeat
Platinum 2,Bind,Reyna,justsimple,2022,Qtr 4,October,12,4,1490,5,11,20,26,40,14,3.71428571428572,2,10,2,3.166666666666667,4,38,160,40.22045028142589,20,2,51,4,5,33,5,15,1,6584,84.39999999999999,329.2,4896,111,28,24,0,135,victory
Platinum 2,Bind,Skye,justsimple,2023,Qtr 4,December,16,4,619,5,5,14,16,30,14,1.14285714285714,1,4,1,1.1818181818181819,3,26,73,20.27027027027027,14,1,3,2,2,20,56,7,1,4163,-0.2,138.76666666666668,4169,54,15,22,0,52,victory
Platinum 2,Breeze,Cypher,shift,2024,Qtr 1,January,29,4,571,4,4,15,14,28,14,1,4,6,0.5,0.9523809523809523,7,20,75,26.5625,15,1,42,1,2,36,19,8,1,3904,-12.785714285714286,139.42857142857142,4262,41,17,21,2,43,tied
Platinum 2,Breeze,Cypher,silver,2024,Qtr 2,May,29,4,787,4,6,10,12,26,14,0.857142857142857,2,3,0,1.7333333333333334,3,26,81,14.772727272727273,10,0,45,2,0,33,21,1,1,4012,53.80769230769231,154.30769230769232,2613,67,13,15,1,66,defeat
Platinum 2,Breeze,Phoenix,justsimple,2022,Qtr 4,October,6,4,391,0,3,7,13,20,7,1.85714285714286,0,8,1,0.7333333333333333,2,11,55,15.517241379310345,7,0,4,3,3,12,9,4,0,2848,-26.6,142.4,3380,42,9,15,0,58,victory
Platinum 2,Breeze,Phoenix,justsimple,2022,Qtr 4,October,7,4,157,4,4,6,7,20,13,0.538461538461538,0,8,0,0.6470588235294118,2,11,55,15.909090909090908,6,0,6,0,4,12,5,1,0,1996,-95.35,99.8,3903,28,7,17,0,36,defeat
Platinum 2,Breeze,Sova,crocodiledundii,2023,Qtr 3,September,17,4,635,8,9,9,15,28,13,1.15384615384615,4,5,1,0.9090909090909091,1,20,75,20.634920634920633,9,0,18,3,2,23,34,12,1,4121,3.1785714285714284,147.17857142857142,4032,46,13,22,2,47,victory
Platinum 2,Breeze,Viper,pphead,2022,Qtr 1,January,24,4,411,1,6,7,8,21,13,0.615384615384615,8,6,0,1,4,15,67,21.568627450980394,7,0,13,1,0,11,17,5,0,2477,-16.523809523809526,117.95238095238095,2824,34,11,15,0,52,defeat
Platinum 2,Fracture,Breach,silver,2022,Qtr 4,October,11,4,418,2,6,4,11,24,13,0.846153846153846,1,9,0,0.875,4,14,75,6.666666666666667,4,0,7,0,1,16,26,8,0,2520,-37.458333333333336,105,3419,39,4,16,1,43,defeat
Platinum 2,Fracture,Breach,silver,2022,Qtr 4,December,30,4,516,5,10,7,16,30,14,1.14285714285714,5,7,1,0.9090909090909091,5,20,80,10.294117647058822,7,1,9,1,2,21,28,11,0,3313,-42.266666666666666,110.43333333333334,4581,50,7,22,2,37,victory
Platinum 2,Fracture,Breach,silver,2023,Qtr 3,July,17,4,691,6,6,8,11,24,13,0.846153846153846,0,6,0,1.125,3,18,88,15.277777777777779,8,0,12,2,1,39,36,8,1,3273,1.9166666666666667,136.375,3227,52,11,16,1,55,defeat
Platinum 2,Fracture,Fade,justsimple,2022,Qtr 4,December,2,4,767,4,5,19,9,22,13,0.692307692307692,1,2,0,1.6666666666666667,5,25,73,25.609756097560975,19,1,23,0,3,7,25,7,2,4930,85.22727272727273,224.0909090909091,3055,60,21,15,0,100,defeat
Platinum 2,Fracture,Reyna,justsimple,2022,Qtr 4,October,23,4,811,4,6,7,13,24,11,1.18181818181818,0,3,1,1.25,1,20,83,9.523809523809524,7,2,24,4,3,15,3,7,1,3748,46.083333333333336,156.16666666666666,2642,70,8,16,0,62,victory
Platinum 2,Haven,Brimstone,shift,2023,Qtr 1,February,9,4,709,3,5,15,15,30,15,1,3,3,0.5,1.3333333333333333,3,28,73,24.358974358974358,15,1,16,1,1,12,56,11,1,5028,29.3,167.6,4149,57,19,21,0,57,tied
Platinum 2,Haven,Brimstone,shift,2023,Qtr 3,August,13,4,946,5,2,8,13,19,6,2.16666666666667,1,2,1,1.5833333333333333,2,19,95,11.76470588235294,8,2,10,3,1,6,39,15,1,3279,51.26315789473684,172.57894736842104,2305,55,8,12,1,65,victory
Platinum 2,Haven,Cypher,pphead,2022,Qtr 1,February,23,4,510,2,6,14,11,24,13,0.846153846153846,1,6,0,1.0555555555555556,6,19,67,36.734693877551024,14,2,45,3,0,37,23,3,0,3204,-1.4583333333333333,133.5,3239,29,18,18,0,47,defeat
Platinum 2,Haven,Iso,justsimple,2024,Qtr 2,June,22,4,500,4,6,9,13,22,9,1.44444444444444,0,4,1,0.7368421052631579,0,14,64,18.181818181818183,9,2,16,6,5,34,20,5,0,3071,-24.772727272727273,139.5909090909091,3616,40,10,19,0,49,victory
Platinum 2,Haven,Phoenix,justsimple,2022,Qtr 4,October,6,4,580,1,2,11,13,24,11,1.18181818181818,1,4,1,1.2666666666666666,1,19,75,20.588235294117645,11,1,10,8,2,22,14,5,1,3272,-25.375,136.33333333333334,3881,49,14,15,1,62,victory
Platinum 2,Haven,Phoenix,justsimple,2022,Qtr 4,October,11,4,358,3,7,9,15,32,17,0.882352941176471,2,10,0,0.8181818181818182,5,18,69,16.216216216216218,9,1,9,2,2,26,17,6,0,3267,-50.03125,102.09375,4868,49,12,22,1,34,defeat
Platinum 2,Haven,Phoenix,justsimple,2022,Qtr 4,October,27,4,501,1,6,5,8,21,13,0.615384615384615,0,3,0,1,1,17,71,6.976744186046512,5,0,6,4,2,17,7,3,0,2986,-28.19047619047619,142.1904761904762,3578,67,6,17,0,57,defeat
